代码,简称,日期,开盘价(元),收盘价(元),总市值(元),industry,month,year,weight
000820.SZ,*ST节能,2010-02-02,4.94,4.87,1401755281.0,废弃资源综合利用业,2010-02,2010,0.0813088473371572
600217.SH,中再资环,2010-02-03,6.07,6.07,4011056000.0,废弃资源综合利用业,2010-02,2010,0.23167038153879888
900907.SH,*ST鹏起B,2010-02-03,0.26,0.27,2114986027.0,废弃资源综合利用业,2010-02,2010,0.12215726228312902
600614.SH,*ST鹏起,2010-02-03,3.63,3.7,4232823366.0,废弃资源综合利用业,2010-02,2010,0.24447921050904373
002340.SZ,格林美,2010-02-03,2.57,2.49,5535742400.0,废弃资源综合利用业,2010-02,2010,0.3197331460614128
000820.SZ,*ST节能,2010-02-03,4.88,4.93,1419025367.0,废弃资源综合利用业,2010-02,2010,0.08195999960761557
600217.SH,中再资环,2010-02-04,6.37,6.37,4209296000.0,废弃资源综合利用业,2010-02,2010,0.23897652220289836
900907.SH,*ST鹏起B,2010-02-04,0.27,0.27,2115017007.0,废弃资源综合利用业,2010-02,2010,0.1200769460576883
600614.SH,*ST鹏起,2010-02-04,3.68,3.73,4266867522.0,废弃资源综合利用业,2010-02,2010,0.24224505976962868
002340.SZ,格林美,2010-02-04,2.47,2.5,5577736400.0,废弃资源综合利用业,2010-02,2010,0.3166676913755921
000820.SZ,*ST节能,2010-02-04,4.93,5.02,1444930495.0,废弃资源综合利用业,2010-02,2010,0.08203378059419257
600217.SH,中再资环,2010-02-05,6.69,6.69,4420752000.0,废弃资源综合利用业,2010-02,2010,0.2506022050744112
900907.SH,*ST鹏起B,2010-02-05,0.26,0.26,2084088800.0,废弃资源综合利用业,2010-02,2010,0.11814217328881683
600614.SH,*ST鹏起,2010-02-05,3.66,3.65,4176083107.0,废弃资源综合利用业,2010-02,2010,0.2367324914829419
002340.SZ,格林美,2010-02-05,2.44,2.48,5534809200.0,废弃资源综合利用业,2010-02,2010,0.3137555307753382
000820.SZ,*ST节能,2010-02-05,4.94,4.95,1424782062.0,废弃资源综合利用业,2010-02,2010,0.08076759937849183
600217.SH,中再资环,2010-02-08,6.69,6.69,4420752000.0,废弃资源综合利用业,2010-02,2010,0.25319746089928963
900907.SH,*ST鹏起B,2010-02-08,0.27,0.26,2087993154.0,废弃资源综合利用业,2010-02,2010,0.11958928367117166
600614.SH,*ST鹏起,2010-02-08,3.62,3.71,4244171418.0,废弃资源综合利用业,2010-02,2010,0.2430838523986276
002340.SZ,格林美,2010-02-08,2.49,2.35,5244584000.0,废弃资源综合利用业,2010-02,2010,0.3003822318630496
000820.SZ,*ST节能,2010-02-08,4.95,5.08,1462200581.0,废弃资源综合利用业,2010-02,2010,0.08374717116786151
600217.SH,中再资环,2010-02-09,7.02,7.02,4638816000.0,废弃资源综合利用业,2010-02,2010,0.262366171692056
900907.SH,*ST鹏起B,2010-02-09,0.26,0.26,2099553131.0,废弃资源综合利用业,2010-02,2010,0.1187483438111233
600614.SH,*ST鹏起,2010-02-09,3.68,3.7,4238497392.0,废弃资源综合利用业,2010-02,2010,0.2397246052582822
002340.SZ,格林美,2010-02-09,2.32,2.36,5247383600.0,废弃资源综合利用业,2010-02,2010,0.29678606492080717
000820.SZ,*ST节能,2010-02-09,5.03,5.06,1456443886.0,废弃资源综合利用业,2010-02,2010,0.08237481431773135
600217.SH,中再资环,2010-02-10,7.37,7.37,4870096000.0,废弃资源综合利用业,2010-02,2010,0.2691484638861729
900907.SH,*ST鹏起B,2010-02-10,0.27,0.27,2107238826.0,废弃资源综合利用业,2010-02,2010,0.11645768236585119
600614.SH,*ST鹏起,2010-02-10,3.76,3.76,4306585704.0,废弃资源综合利用业,2010-02,2010,0.2380057655589854
002340.SZ,格林美,2010-02-10,2.37,2.38,5308041600.0,废弃资源综合利用业,2010-02,2010,0.29335176203588254
000820.SZ,*ST节能,2010-02-10,5.09,5.22,1502497447.0,废弃资源综合利用业,2010-02,2010,0.08303632615310796
600217.SH,中再资环,2010-02-11,7.65,7.02,4638816000.0,废弃资源综合利用业,2010-02,2010,0.26070449306203625
900907.SH,*ST鹏起B,2010-02-11,0.26,0.26,2084027747.0,废弃资源综合利用业,2010-02,2010,0.11712372236985742
600614.SH,*ST鹏起,2010-02-11,3.76,3.75,4289563626.0,废弃资源综合利用业,2010-02,2010,0.24107628122643365
002340.SZ,格林美,2010-02-11,2.38,2.38,5301509200.0,废弃资源综合利用业,2010-02,2010,0.2979482843142995
000820.SZ,*ST节能,2010-02-11,5.18,5.14,1479470666.0,废弃资源综合利用业,2010-02,2010,0.08314721902737318
600217.SH,中再资环,2010-02-12,6.99,6.98,4612384000.0,废弃资源综合利用业,2010-02,2010,0.258238025483377
900907.SH,*ST鹏起B,2010-02-12,0.26,0.26,2091744423.0,废弃资源综合利用业,2010-02,2010,0.11711252784056697
600614.SH,*ST鹏起,2010-02-12,3.77,3.77,4317933756.0,废弃资源综合利用业,2010-02,2010,0.24175235351554894
002340.SZ,格林美,2010-02-12,2.38,2.4,5356568000.0,废弃资源综合利用业,2010-02,2010,0.29990337831530106
000820.SZ,*ST节能,2010-02-12,5.13,5.15,1482349014.0,废弃资源综合利用业,2010-02,2010,0.08299371484520603
600217.SH,中再资环,2010-02-22,7.0,7.05,4658640000.0,废弃资源综合利用业,2010-02,2010,0.26152831450075537
900907.SH,*ST鹏起B,2010-02-22,0.26,0.26,2053068559.0,废弃资源综合利用业,2010-02,2010,0.1152558600342084
600614.SH,*ST鹏起,2010-02-22,3.73,3.73,4272541548.0,废弃资源综合利用业,2010-02,2010,0.23985338847450935
002340.SZ,格林美,2010-02-22,2.39,2.4,5337904000.0,废弃资源综合利用业,2010-02,2010,0.29966106762635447
000820.SZ,*ST节能,2010-02-22,5.13,5.18,1490984057.0,废弃资源综合利用业,2010-02,2010,0.08370136936417241
